"SITEID","STA_SEQ","ID","Station_Name","EVALSTATUS","TNT","SurveyID","SurveyName","XlongDD","YlatDD","WGT","BugAssess","BugBCG","Chloride"
"CTS06621-0258",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0734,41.5563,156.3568317,"","",NA
"CTS06621-0259",16345,"S16345_2006_2010","Sasco Brook, tributary to","CMPLTE","Target",2,"2006-2010",-73.3142,41.1817,156.3568317,"Pass","",12.7
"CTS06621-0260",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3278,41.938,156.3568317,"","",NA
"CTS06621-0261",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.428,41.4019,156.3568317,"","",NA
"CTS06621-0262",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2662,41.5879,156.3568317,"","",NA
"CTS06621-0263",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2044,42.0334,156.3568317,"","",NA
"CTS06621-0264",16300,"S16300_2006_2010","Hop River","CMPLTE","Target",2,"2006-2010",-72.4089,41.7712,156.3568317,"Pass","",26.275
"CTS06621-0265",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.4701,41.4716,156.3568317,"","",NA
"CTS06621-0266",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.204,41.433,156.3568317,"","",NA
"CTS06621-0267",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8114,41.8636,156.3568317,"","",NA
"CTS06621-0268",NA,"","","LowGrad","Target",NA,"2006-2010",-72.7212,41.8173,156.3568317,"","",NA
"CTS06621-0269",NA,"","","LowGrad","Target",NA,"2006-2010",-72.8369,41.4573,156.3568317,"","",NA
"CTS06621-0270",NA,"","","Tidal","NonTarget",NA,"2006-2010",-73.1375,41.1575,156.3568317,"","",NA
"CTS06621-0271",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4447,41.9431,156.3568317,"","",NA
"CTS06621-0272",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.1726,41.8253,156.3568317,"","",NA
"CTS06621-0273",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2567,41.297,156.3568317,"","",NA
"CTS06621-0274",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.0957,41.6431,156.3568317,"","",NA
"CTS06621-0275",NA,"","","LowGrad","Target",NA,"2006-2010",-73.0659,41.774,156.3568317,"","",NA
"CTS06621-0276",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7977,41.8562,156.3568317,"","",NA
"CTS06621-0277",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.2189,41.5242,156.3568317,"","",NA
"CTS06621-0278",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2957,41.7236,156.3568317,"","",NA
"CTS06621-0279",NA,"","","habitat","Target",NA,"2006-2010",-73.1502,41.8199,156.3568317,"","",NA
"CTS06621-0280",16306,"S16306_2006_2010","Carr Brook","CMPLTE","Target",2,"2006-2010",-72.5619,41.6061,156.3568317,"Pass","",1.45
"CTS06621-0281",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5646,41.3322,156.3568317,"","",NA
"CTS06621-0282",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.5089,41.6764,156.3568317,"","",NA
"CTS06621-0283",NA,"","","LowGrad","Target",NA,"2006-2010",-72.8234,41.9976,156.3568317,"","",NA
"CTS06621-0284",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8332,41.7363,156.3568317,"","",NA
"CTS06621-0285",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.8245,41.4809,156.3568317,"","",NA
"CTS06621-0286",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4769,41.184,156.3568317,"","",NA
"CTS06621-0287",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.948,41.9269,156.3568317,"","",NA
"CTS06621-0288",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2653,41.9211,156.3568317,"","",NA
"CTS06621-0289",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.3698,41.2714,156.3568317,"","",NA
"CTS06621-0290",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3922,41.5227,156.3568317,"","",NA
"CTS06621-0291",16082,"S16082_2006_2010","Bunnell Brook","CMPLTE","Target",2,"2006-2010",-72.9259,41.782,156.3568317,"Pass","",20.7
"CTS06621-0292",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5329,41.9517,156.3568317,"","",NA
"CTS06621-0293",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9845,41.2437,156.3568317,"","",NA
"CTS06621-0294",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3235,41.5847,156.3568317,"","",NA
"CTS06621-0295",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1042,41.7812,156.3568317,"","",NA
"CTS06621-0296",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4882,41.773,156.3568317,"","",NA
"CTS06621-0297",16372,"S16372_2006_2010","Dowd Hollow Brook","CMPLTE","Target",2,"2006-2010",-72.6611,41.36,156.3568317,"Pass","",5.5
"CTS06621-0298",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4684,41.4273,156.3568317,"","",NA
"CTS06621-0299",NA,"","","LowGrad","Target",NA,"2006-2010",-73.3384,42.0306,156.3568317,"","",NA
"CTS06621-0300",16302,"S16302_2006_2010","Slater Brook","CMPLTE","Target",2,"2006-2010",-71.8352,41.8301,156.3568317,"Pass","",8.1
"CTS06621-0301",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.6209,41.1446,156.3568317,"","",NA
"CTS06621-0302",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4383,41.1232,156.3568317,"","",NA
"CTS06621-0303",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8563,41.9234,156.3568317,"","",NA
"CTS06621-0304",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0875,41.6641,156.3568317,"","",NA
"CTS06621-0305",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1056,41.4616,156.3568317,"","",NA
"CTS06621-0306",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4426,41.4437,156.3568317,"","",NA
"CTS06621-0307",16317,"S16317_2006_2010","Coppermine Brook","CMPLTE","Target",2,"2006-2010",-72.9261,41.7137,156.3568317,"Pass","",11.05
"CTS06621-0308",NA,"","","LowGrad","Target",NA,"2006-2010",-72.6204,41.8058,156.3568317,"","",NA
"CTS06621-0309",16307,"S16307_2006_2010","Long Hill Brook","CMPLTE","Target",2,"2006-2010",-72.653,41.5408,156.3568317,"Fail","",26.65
"CTS06621-0310",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9727,41.4858,156.3568317,"","",NA
"CTS06621-0311",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2162,41.8694,156.3568317,"","",NA
"CTS06621-0312",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.6334,41.7053,156.3568317,"","",NA
"CTS06621-0313",16326,"S16326_2006_2010","Wharton Brook, tributary to","CMPLTE","Target",2,"2006-2010",-72.8196,41.4309,156.3568317,"Fail","",47
"CTS06621-0314",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.176,41.2626,156.3568317,"","",NA
"CTS06621-0315",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.481,42.0014,156.3568317,"","",NA
"CTS06621-0316",NA,"","","LowGrad","Target",NA,"2006-2010",-72.3882,41.5881,156.3568317,"","",NA
"CTS06621-0317",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.532,41.3539,156.3568317,"","",NA
"CTS06621-0318",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4739,41.3136,156.3568317,"","",NA
"CTS06621-0319",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.2079,41.9354,156.3568317,"","",NA
"CTS06621-0320",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.8027,41.691,156.3568317,"","",NA
"CTS06621-0321",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9109,41.442,156.3568317,"","",NA
"CTS06621-0322",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1591,41.573,156.3568317,"","",NA
"CTS06621-0323",16344,"S16344_2006_2010","Aspetuck River","CMPLTE","Target",2,"2006-2010",-73.3296,41.2991,156.3568317,"Pass","",16
"CTS06621-0324",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5356,42.0335,156.3568317,"","",NA
"CTS06621-0325",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4328,41.4441,156.3568317,"","",NA
"CTS06621-0326",NA,"","","LowGrad","Target",NA,"2006-2010",-73.1959,41.5677,156.3568317,"","",NA
"CTS06621-0327",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1723,41.9821,156.3568317,"","",NA
"CTS06621-0328",16284,"S16284_2006_2010","Skungamaug River","CMPLTE","Target",2,"2006-2010",-72.3561,41.7813,156.3568317,"Pass","",36.8
"CTS06621-0329",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5513,41.4205,156.3568317,"","",NA
"CTS06621-0330",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2149,41.3845,156.3568317,"","",NA
"CTS06621-0331",15794,"S15794_2006_2010","West Branch Farmington River","CMPLTE","Target",2,"2006-2010",-72.9612,41.8719,156.3568317,"Pass","",16.8
"CTS06621-0332",NA,"","","NoWade","NonTarget",NA,"2006-2010",-71.9272,41.8529,156.3568317,"","",NA
"CTS06621-0333",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8186,41.5669,156.3568317,"","",NA
"CTS06621-0334",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2234,41.1799,156.3568317,"","",NA
"CTS06621-0335",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4144,41.8132,156.3568317,"","",NA
"CTS06621-0336",NA,"","","LowGrad","Target",NA,"2006-2010",-72.2816,41.8092,156.3568317,"","",NA
"CTS06621-0337",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.3334,41.2869,156.3568317,"","",NA
"CTS06621-0338",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2717,41.4887,156.3568317,"","",NA
"CTS06621-0339",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1101,41.7281,156.3568317,"","",NA
"CTS06621-0340",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7857,41.8951,156.3568317,"","",NA
"CTS06621-0341",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.263,41.4944,156.3568317,"","",NA
"CTS06621-0342",16332,"S16332_2006_2010","East Aspetuck River","CMPLTE","Target",2,"2006-2010",-73.3785,41.6546,156.3568317,"Fail","",22.8
"CTS06621-0343",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.122,41.8701,156.3568317,"","",NA
"CTS06621-0344",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5908,41.6862,156.3568317,"","",NA
"CTS06621-0345",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7048,41.338,156.3568317,"","",NA
"CTS06621-0346",NA,"","","LowGrad","Target",NA,"2006-2010",-73.4326,41.6344,156.3568317,"","",NA
"CTS06621-0347",15499,"S15499_2006_2010","West Branch Salmon Brook","CMPLTE","Target",2,"2006-2010",-72.8369,41.9432,156.3568317,"Pass","",18.75
"CTS06621-0348",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0404,41.7095,156.3568317,"","",NA
"CTS06621-0349",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9131,41.4948,156.3568317,"","",NA
"CTS06621-0350",NA,"","","habitat","Target",NA,"2006-2010",-73.5332,41.1467,156.3568317,"","",NA
"CTS06621-0351",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9672,41.9083,156.3568317,"","",NA
"CTS06621-0352",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.16,41.8995,156.3568317,"","",NA
"CTS06621-0353",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.2182,41.3137,156.3568317,"","",NA
"CTS06621-0354",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3842,41.4935,156.3568317,"","",NA
"CTS06621-0355",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0548,41.8182,156.3568317,"","",NA
"CTS06621-0356",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.6229,41.9097,156.3568317,"","",NA
"CTS06621-0357",14396,"S14396_2006_2010","Pine Brook","CMPLTE","Target",2,"2006-2010",-72.496,41.5091,156.3568317,"Pass","",19.73333333
"CTS06621-0358",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3764,41.5994,156.3568317,"","",NA
"CTS06621-0359",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1623,41.7361,156.3568317,"","",NA
"CTS06621-0360",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5445,41.7816,156.3568317,"","",NA
"CTS06621-0361",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5821,41.4077,156.3568317,"","",NA
"CTS06621-0362",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4978,41.577,156.3568317,"","",NA
"CTS06621-0363",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2877,41.9917,156.3568317,"","",NA
"CTS06621-0364",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2703,41.6958,156.3568317,"","",NA
"CTS06621-0365",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.6465,41.0449,156.3568317,"","",NA
"CTS06621-0366",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.5115,41.2771,156.3568317,"","",NA
"CTS06621-0367",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.809,41.8436,156.3568317,"","",NA
"CTS06621-0368",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.0467,41.5957,156.3568317,"","",NA
"CTS06621-0369",16297,"S16297_2006_2010","Stony Brook","CMPLTE","Target",2,"2006-2010",-72.1318,41.489,156.3568317,"Pass","",9.1
"CTS06621-0370",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3711,41.4257,156.3568317,"","",NA
"CTS06621-0371",16318,"S16318_2006_2010","Pequabuck River","CMPLTE","Target",2,"2006-2010",-72.9081,41.674,156.3568317,"Fail","",64.475
"CTS06621-0372",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4164,41.8799,156.3568317,"","",NA
"CTS06621-0373",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5827,41.5989,156.3568317,"","",NA
"CTS06621-0374",14332,"S14332_2006_2010","Naugatuck River","CMPLTE","Target",2,"2006-2010",-73.0526,41.4986,156.3568317,"Fail","",57.1
"CTS06621-0375",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2697,41.8245,156.3568317,"","",NA
"CTS06621-0376",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.6192,41.712,156.3568317,"","",NA
"CTS06621-0377",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.758,41.3594,156.3568317,"","",NA
"CTS06621-0378",NA,"","","habitat","Target",NA,"2006-2010",-73.116,41.2766,156.3568317,"","",NA
"CTS06621-0379",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.375,41.9314,156.3568317,"","",NA
"CTS06621-0380",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3241,41.5562,156.3568317,"","",NA
"CTS06621-0381",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9851,41.6092,156.3568317,"","",NA
"CTS06621-0382",16340,"S16340_2006_2010","Saugatuck River","CMPLTE","Target",2,"2006-2010",-73.4229,41.322,156.3568317,"Pass","",25.9
"CTS06621-0383",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1148,41.9357,156.3568317,"","",NA
"CTS06621-0384",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8732,41.4949,156.3568317,"","",NA
"CTS06621-0385",16294,"S16294_2006_2010","Shunock River","CMPLTE","Target",2,"2006-2010",-71.8544,41.4196,156.3568317,"Pass","",15
"CTS06621-0386",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0827,41.6102,156.3568317,"","",NA
"CTS06621-0387",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3127,41.2765,156.3568317,"","",NA
"CTS06621-0388",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6113,42.0157,156.3568317,"","",NA
"CTS06621-0389",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3208,41.5187,156.3568317,"","",NA
"CTS06621-0390",16334,"S16334_2006_2010","Nonewaug River","CMPLTE","Target",2,"2006-2010",-73.1593,41.6255,156.3568317,"Pass","",17.95
"CTS06621-0391",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2222,41.9903,156.3568317,"","",NA
"CTS06621-0392",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4786,41.9088,156.3568317,"","",NA
"CTS06621-0393",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4608,41.4094,156.3568317,"","",NA
"CTS06621-0394",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1514,41.3672,156.3568317,"","",NA
"CTS06621-0395",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0194,41.8993,156.3568317,"","",NA
"CTS06621-0396",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0033,41.8169,156.3568317,"","",NA
"CTS06621-0397",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8125,41.6408,156.3568317,"","",NA
"CTS06621-0398",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.1717,41.2014,156.3568317,"","",NA
"CTS06621-0399",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3654,41.7544,156.3568317,"","",NA
"CTS06621-0400",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2181,41.8063,156.3568317,"","",NA
"CTS06621-0401",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.4337,41.3477,156.3568317,"","",NA
"CTS06621-0402",16333,"S16333_2006_2010","Bullet Hill Brook","CMPLTE","Target",2,"2006-2010",-73.2205,41.4826,156.3568317,"Pass","",59.6
"CTS06621-0403",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0101,41.695,156.3568317,"","",NA
"CTS06621-0404",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.706,41.9173,156.3568317,"","",NA
"CTS06621-0405",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3092,41.3978,156.3568317,"","",NA
"CTS06621-0406",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3176,41.6881,156.3568317,"","",NA
"CTS06621-0407",16338,"S16338_2006_2010","West Branch Naugatuck River","CMPLTE","Target",2,"2006-2010",-73.1602,41.8561,156.3568317,"Pass","",11
"CTS06621-0408",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5952,41.6244,156.3568317,"","",NA
"CTS06621-0409",NA,"","","LowGrad","Target",NA,"2006-2010",-72.6735,41.3108,156.3568317,"","",NA
"CTS06621-0410",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4609,41.7534,156.3568317,"","",NA
"CTS06621-0411",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.9917,42.0213,156.3568317,"","",NA
"CTS06621-0412",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0618,41.7672,156.3568317,"","",NA
"CTS06621-0413",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6781,41.5818,156.3568317,"","",NA
"CTS06621-0414",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4984,41.1222,156.3568317,"","",NA
"CTS06621-0415",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.7989,41.9317,156.3568317,"","",NA
"CTS06621-0416",14598,"S14598_2006_2010","Quinebaug River","CMPLTE","Target",2,"2006-2010",-71.9847,41.5983,156.3568317,"Pass","",40.75
"CTS06621-0417",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.0832,41.3301,156.3568317,"","",NA
"CTS06621-0418",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2688,41.3873,156.3568317,"","",NA
"CTS06621-0419",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9541,41.8548,156.3568317,"","",NA
"CTS06621-0420",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.607,41.8871,156.3568317,"","",NA
"CTS06621-0421",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4273,41.5464,156.3568317,"","",NA
"CTS06621-0422",NA,"","","LowGrad","Target",NA,"2006-2010",-73.0133,41.3876,156.3568317,"","",NA
"CTS06621-0423",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3244,41.7837,156.3568317,"","",NA
"CTS06621-0424",NA,"","","LowGrad","Target",NA,"2006-2010",-72.847,41.713,156.3568317,"","",NA
"CTS06621-0425",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.9677,41.3506,156.3568317,"","",NA
"CTS06621-0426",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2127,41.3266,156.3568317,"","",NA
"CTS06621-0427",NA,"","","LowGrad","Target",NA,"2006-2010",-73.3378,41.9544,156.3568317,"","",NA
"CTS06621-0428",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3484,41.6597,156.3568317,"","",NA
"CTS06621-0429",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.6702,41.0679,156.3568317,"","",NA
"CTS06621-0430",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4514,41.2391,156.3568317,"","",NA
"CTS06621-0431",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.0555,42.0029,156.3568317,"","",NA
"CTS06621-0432",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.9112,41.5043,156.3568317,"","",NA
"CTS06621-0433",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.0883,41.3699,156.3568317,"","",NA
"CTS06621-0434",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4701,41.4016,156.3568317,"","",NA
"CTS06621-0435",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.0994,41.9042,156.3568317,"","",NA
"CTS06621-0436",14584,"S14584_2006_2010","Roaring Brook","CMPLTE","Target",2,"2006-2010",-72.2845,41.9054,156.3568317,"Pass","",27.36666667
"CTS06621-0437",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6412,41.4521,156.3568317,"","",NA
"CTS06621-0438",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1462,41.4971,156.3568317,"","",NA
"CTS06621-0439",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2645,41.889,156.3568317,"","",NA
"CTS06621-0440",NA,"","","LowGrad","Target",NA,"2006-2010",-72.6101,41.7761,156.3568317,"","",NA
"CTS06621-0441",NA,"","","LowGrad","Target",NA,"2006-2010",-72.8117,41.3444,156.3568317,"","",NA
"CTS06621-0442",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0697,41.2749,156.3568317,"","",NA
"CTS06621-0443",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3533,41.8922,156.3568317,"","",NA
"CTS06621-0444",15543,"S15543_2006_2010","Pease Brook","CMPLTE","Target",2,"2006-2010",-72.1929,41.5968,156.3568317,"Pass","",12.9
"CTS06621-0445",16319,"S16319_2006_2010","Pequabuck River","CMPLTE","Target",2,"2006-2010",-72.9774,41.6708,156.3568317,"Fail","",71.675
"CTS06621-0446",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3358,41.2563,156.3568317,"","",NA
"CTS06621-0447",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.4049,42.0121,156.3568317,"","",NA
"CTS06621-0448",16293,"S16293_2006_2010","Green Fall River","CMPLTE","Target",2,"2006-2010",-71.8159,41.4816,156.3568317,"Pass","",5.05
"CTS06621-0449",NA,"","","LowGrad","Target",NA,"2006-2010",-71.8014,41.4497,156.3568317,"","",NA
"CTS06621-0450",NA,"","","NoAcc","Target",NA,"2006-2010",-73.1326,41.6585,156.3568317,"","",NA
"CTS06621-0451",NA,"","","Tidal","NonTarget",NA,"2006-2010",-73.2481,41.1283,156.3568317,"","",NA
"CTS06621-0452",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.732,41.8879,156.3568317,"","",NA
"CTS06621-0453",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3039,41.4888,156.3568317,"","",NA
"CTS06621-0454",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1527,41.6612,156.3568317,"","",NA
"CTS06621-0455",NA,"","","NoAcc","Target",NA,"2006-2010",-73.0379,42.0268,156.3568317,"","",NA
"CTS06621-0456",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4806,41.5966,156.3568317,"","",NA
"CTS06621-0457",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4899,41.335,156.3568317,"","",NA
"CTS06621-0458",16330,"S16330_2006_2010","Naromiyocknowhusunkatankshunk Brook (FKA Morrisey)","CMPLTE","Target",2,"2006-2010",-73.49,41.5996,156.3568317,"Pass","",25.75
"CTS06621-0459",15680,"S15680_2006_2010","Beaver Brook","CMPLTE","Target",2,"2006-2010",-72.9888,41.9379,156.3568317,"Pass","",7.8
"CTS06621-0460",NA,"","","LowGrad","Target",NA,"2006-2010",-71.9234,41.7278,156.3568317,"","",NA
"CTS06621-0461",16325,"S16325_2006_2010","Willow Brook","CMPLTE","Target",2,"2006-2010",-72.7707,41.5425,156.3568317,"Fail","",81.9
"CTS06621-0462",NA,"","","habitat","Target",NA,"2006-2010",-73.5585,41.1057,156.3568317,"","",NA
"CTS06621-0463",NA,"","","LowGrad","Target",NA,"2006-2010",-71.9373,41.889,156.3568317,"","",NA
"CTS06621-0464",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1295,41.7425,156.3568317,"","",NA
"CTS06621-0465",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.3687,41.3408,156.3568317,"","",NA
"CTS06621-0466",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.2185,41.5049,156.3568317,"","",NA
"CTS06621-0467",16341,"S16341_2006_2010","Nod Brook","CMPLTE","Target",2,"2006-2010",-72.8667,41.8286,156.3568317,"Pass","",27.9
"CTS06621-0468",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7303,41.9775,156.3568317,"","",NA
"CTS06621-0469",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2635,41.4204,156.3568317,"","",NA
"CTS06621-0470",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2803,41.6149,156.3568317,"","",NA
"CTS06621-0471",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2346,41.7234,156.3568317,"","",NA
"CTS06621-0472",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4221,41.7457,156.3568317,"","",NA
"CTS06621-0473",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.4936,41.289,156.3568317,"","",NA
"CTS06621-0474",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3994,41.701,156.3568317,"","",NA
"CTS06621-0475",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9102,41.9862,156.3568317,"","",NA
"CTS06621-0476",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.8863,41.7986,156.3568317,"","",NA
