SITEID,STA_SEQ,ID,Station_Name,EVALSTATUS,TNT,SurveyID,SurveyName,XlongDD,YlatDD,WGT,ALK,NH3,CA,Chloride,Nitrate,Nitrate_Nitrite,Nitrite,OrthoP,TN,TP,TS,TSS,MMI,BugAssess,LeastDisturbed,DiatomH,DiatomL,DiatomI,BugBCG,FishBCG
CTS06621-0140,,,,LT1mi2,NonTarget,,2006-2010,-72.0152,41.7994,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0141,,,,LowGrad,Target,,2006-2010,-72.7799,41.6102,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0142,,,,LT1mi2,NonTarget,,2006-2010,-73.157,41.2295,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0143,,,,LT1mi2,NonTarget,,2006-2010,-73.3622,41.7885,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0144,,,,LT1mi2,NonTarget,,2006-2010,-72.2617,41.7548,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0145,,,,LT1mi2,NonTarget,,2006-2010,-72.4336,41.373,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0146,,,,LowGrad,Target,,2006-2010,-73.2289,41.4682,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0147,,,,LT1mi2,NonTarget,,2006-2010,-73.051,41.6989,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0148,,,,LT1mi2,NonTarget,,2006-2010,-72.7139,41.9515,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0149,,,,LowGrad,Target,,2006-2010,-72.2126,41.3808,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0150,,,,LT1mi2,NonTarget,,2006-2010,-73.3445,41.7294,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0151,,,,LT1mi2,NonTarget,,2006-2010,-73.1596,41.8829,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0152,,,,LT1mi2,NonTarget,,2006-2010,-72.5811,41.6427,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0153,,,,Tidal,NonTarget,,2006-2010,-72.6464,41.2953,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0154,16076,S16076_2006_2010,Housatonic River,CMPLTE,Target,2,2006-2010,-73.4497,41.7565,156.3568317,124,0.0108,34266.66667,30.36666667,0.529333333,0.534333333,0.005,0.00417,0.7935,0.0148,223,21.33333333,,Pass,,,,,,
CTS06621-0155,16080,S16080_2006_2010,West Branch Salmon Brook,CMPLTE,Target,2,2006-2010,-72.896,41.9745,156.3568317,14,0.0035,3880,8.6,0.1505,0.1505,0.003,0.007,0.1825,0.0065,66,3,,Pass,1,,,,,
CTS06621-0156,,,,LT1mi2,NonTarget,,2006-2010,-71.9891,41.7604,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0157,,,,LT1mi2,NonTarget,,2006-2010,-72.6498,41.6014,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0158,,,,LT1mi2,NonTarget,,2006-2010,-73.4908,41.1529,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0159,,,,LowGrad,Target,,2006-2010,-71.831,42.0204,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0160,,,,NoWade,NonTarget,,2006-2010,-71.9266,41.5881,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0161,,,,LowGrad,Target,,2006-2010,-72.0195,41.3437,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0162,,,,LT1mi2,NonTarget,,2006-2010,-73.2489,41.3728,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0163,,,,LT1mi2,NonTarget,,2006-2010,-73.0674,41.8364,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0164,,,,Pond,NonTarget,,2006-2010,-72.5503,41.9133,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0165,,,,LT1mi2,NonTarget,,2006-2010,-72.5145,41.5681,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0166,,,,LT1mi2,NonTarget,,2006-2010,-73.0278,41.3722,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0167,,,,LT1mi2,NonTarget,,2006-2010,-73.3307,41.7493,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0168,,,,LowGrad,Target,,2006-2010,-72.7486,41.7002,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0169,,,,LT1mi2,NonTarget,,2006-2010,-72.9626,41.3059,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0170,,,,LT1mi2,NonTarget,,2006-2010,-73.4483,41.5017,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0171,,,,LowGrad,Target,,2006-2010,-73.3412,41.9708,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0172,,,,LT1mi2,NonTarget,,2006-2010,-72.2542,41.6844,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0173,,,,LT1mi2,NonTarget,,2006-2010,-73.66,41.1249,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0174,,,,Pond,NonTarget,,2006-2010,-73.4334,41.214,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0175,,,,LT1mi2,NonTarget,,2006-2010,-72.0343,42.0077,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0176,,,,NoWade,NonTarget,,2006-2010,-72.1145,41.5538,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0177,,,,Pond,NonTarget,,2006-2010,-72.1827,41.3825,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0178,,,,UndGrd,NonTarget,,2006-2010,-73.4273,41.4177,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0179,,,,Pond,NonTarget,,2006-2010,-73.1505,41.907,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0180,,,,LT1mi2,NonTarget,,2006-2010,-72.335,41.9021,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0181,16077,S16077_2006_2010,Ponset Brook,CMPLTE,Target,2,2006-2010,-72.5577,41.4747,156.3568317,19.253,0.01375,7677.5,26.185,0.316,0.316,0.003,0.00375,0.42275,0.0045,115.5,4,,Pass,1,,,,,
CTS06621-0182,,,,LT1mi2,NonTarget,,2006-2010,-73.1896,41.4869,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0183,,,,LowGrad,Target,,2006-2010,-73.2749,41.9186,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0184,,,,NoWade,NonTarget,,2006-2010,-72.6467,41.7999,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0185,,,,LT1mi2,NonTarget,,2006-2010,-72.8001,41.3327,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0186,,,,Tidal,NonTarget,,2006-2010,-73.0878,41.2701,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0187,,,,LT1mi2,NonTarget,,2006-2010,-73.3317,41.8871,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0188,,,,LT1mi2,NonTarget,,2006-2010,-72.2259,41.5719,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0189,16078,S16078_2006_2010,South Mountain Brook,CMPLTE,Target,2,2006-2010,-72.947,41.6621,156.3568317,18.5,0.0085,7075,21.075,0.3045,0.3045,0.003,0.00775,0.40025,0.006,105.5,3.5,,Fail,,,,,,
CTS06621-0190,,,,LT1mi2,NonTarget,,2006-2010,-73.3512,41.2116,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0191,,,,LT1mi2,NonTarget,,2006-2010,-72.406,41.9883,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0192,16079,S16079_2006_2010,Pendleton Hill Brook,CMPLTE,Target,2,2006-2010,-71.8354,41.4781,156.3568317,8.5,0.0055,4170,6.735,0.0695,0.0695,0.0025,0.0045,0.3505,0.016,77,11.5,,Pass,1,,,,,
CTS06621-0193,,,,LowGrad,Target,,2006-2010,-71.8389,41.4502,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0194,15115,S15115_2006_2010,Branch Brook,CMPLTE,Target,2,2006-2010,-73.0948,41.6541,156.3568317,26,0.021,8635,15,0.121,0.123,0.002,0.003,0.3205,0.0125,51,3,,Fail,,,,,,
CTS06621-0195,,,,LT1mi2,NonTarget,,2006-2010,-73.3087,41.3146,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0196,,,,LT1mi2,NonTarget,,2006-2010,-72.6432,42.0323,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0197,,,,LT1mi2,NonTarget,,2006-2010,-72.3367,41.4823,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0198,,,,LT1mi2,NonTarget,,2006-2010,-73.1656,41.6675,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0199,,,,LT1mi2,NonTarget,,2006-2010,-73.1339,42.034,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0200,,,,LT1mi2,NonTarget,,2006-2010,-72.4847,41.6243,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0201,,,,LT1mi2,NonTarget,,2006-2010,-72.533,41.3252,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0202,16329,S16329_2006_2010,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),CMPLTE,Target,2,2006-2010,-73.4889,41.615,156.3568317,111,0.0163,32566.66667,12.96666667,0.183333333,0.185666667,0.00333,0.007,0.318333333,0.0153,180.6666667,22.33333333,,Pass,,,,,,BCG4
CTS06621-0203,14461,S14461_2006_2010,Sandy Brook (Still River),CMPLTE,Target,2,2006-2010,-73.0273,41.9654,156.3568317,23.5,0.017,8020,14.825,0.13975,0.14325,0.0035,0.026,0.38725,0.033,88.5,3,,Pass,,,,,,BCG3
CTS06621-0204,,,,LT1mi2,NonTarget,,2006-2010,-71.8979,41.7393,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0205,,,,LT1mi2,NonTarget,,2006-2010,-72.7712,41.4812,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0206,,,,LT1mi2,NonTarget,,2006-2010,-73.5052,41.0751,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0207,16328,S16328_2006_2010,Stony Brook,CMPLTE,Target,2,2006-2010,-73.4169,41.7869,156.3568317,48,0.003,12700,1.9,0.092,0.098,0.006,0.008,0.144,0.008,78,2,,Pass,1,,,,,
CTS06621-0208,14591,S14591_2006_2010,Mount Hope River,CMPLTE,Target,2,2006-2010,-72.1755,41.7915,156.3568317,16.25,0.01075,6140,15.125,0.1305,0.133125,0.003375,0.0045,0.336875,0.00975,85,3.125,,Pass,1,,,,,BCG4
CTS06621-0209,,,,LT1mi2,NonTarget,,2006-2010,-72.4606,41.3373,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0210,,,,LT1mi2,NonTarget,,2006-2010,-73.2065,41.4956,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0211,,,,LowGrad,Target,,2006-2010,-72.9069,41.8375,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0212,,,,LowGrad,Target,,2006-2010,-72.767,41.9257,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0213,,,,LT1mi2,NonTarget,,2006-2010,-72.2033,41.3962,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0214,,,,LT1mi2,NonTarget,,2006-2010,-73.3356,41.6156,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0215,,,,LT1mi2,NonTarget,,2006-2010,-73.1577,41.7888,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0216,16289,S16289_2006_2010,Staddle Brook,CMPLTE,Target,2,2006-2010,-72.3782,41.727,156.3568317,14,0.0225,5675,8.6,0.038,0.046,0.008,0.0065,0.5845,0.0205,80,6,,Pass,1,,,,,BCG4
CTS06621-0217,,,,Tidal,NonTarget,,2006-2010,-72.56,41.2859,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0218,,,,NoWade,NonTarget,,2006-2010,-73.5117,41.6793,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0219,,,,LT1mi2,NonTarget,,2006-2010,-72.924,41.9643,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0220,,,,LT1mi2,NonTarget,,2006-2010,-71.8874,41.8292,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0221,16323,S16323_2006_2010,Coginchaug River,CMPLTE,Target,2,2006-2010,-72.6858,41.5394,156.3568317,77.33333333,0.0223,27533.33333,19.16666667,0.485333333,0.493333333,0.009,0.0293,0.868666667,0.056,190.6666667,9.333333333,,Pass,,,,,,BCG2
CTS06621-0222,,,,LT1mi2,NonTarget,,2006-2010,-73.4933,41.1811,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0223,,,,Pond,NonTarget,,2006-2010,-71.9235,41.9989,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0224,,,,Pond,NonTarget,,2006-2010,-71.9816,41.6407,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0225,,,,LT1mi2,NonTarget,,2006-2010,-72.0303,41.4411,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0226,,,,LT1mi2,NonTarget,,2006-2010,-73.3221,41.4516,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0227,,,,Pond,NonTarget,,2006-2010,-72.99,41.7993,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0228,,,,LT1mi2,NonTarget,,2006-2010,-72.6745,41.8458,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0229,,,,Pond,NonTarget,,2006-2010,-72.439,41.5106,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0230,,,,LT1mi2,NonTarget,,2006-2010,-73.0564,41.3634,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0231,,,,LT1mi2,NonTarget,,2006-2010,-73.2424,41.766,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0232,,,,LowGrad,Target,,2006-2010,-72.8583,41.69,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0233,,,,Tidal,NonTarget,,2006-2010,-72.8888,41.3349,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0234,,,,LT1mi2,NonTarget,,2006-2010,-73.1709,41.2903,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0235,,,,LT1mi2,NonTarget,,2006-2010,-73.449,42.0321,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0236,16305,S16305_2006_2010,"Beaver Brook, tributary to",CMPLTE,Target,2,2006-2010,-72.1066,41.7004,156.3568317,15,0.0345,6575,6.6,0.403,0.4095,0.0065,0.037,0.9065,0.06,120,14.5,,Pass,1,,,,,
CTS06621-0237,,,,LT1mi2,NonTarget,,2006-2010,-73.6032,41.0872,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0238,,,,LT1mi2,NonTarget,,2006-2010,-73.4028,41.2468,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0239,,,,Pond,NonTarget,,2006-2010,-72.1568,41.9139,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0240,14601,S14601_2006_2010,Broad Brook,CMPLTE,Target,2,2006-2010,-71.9779,41.5613,156.3568317,20,0.01925,9216.5,7.275,0.536,0.53925,0.004,0.012375,0.930125,0.029875,102,6.375,,Pass,,,,,,BCG3
CTS06621-0241,,,,LT1mi2,NonTarget,,2006-2010,-72.1427,41.3986,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0242,16335,S16335_2006_2010,Nonewaug River,CMPLTE,Target,2,2006-2010,-73.1745,41.5783,156.3568317,26,0.013,9450,17.3,0.5325,0.5345,0.0035,0.0215,0.7865,0.041,125,6,,Pass,,,,,,
CTS06621-0243,,,,Pond,NonTarget,,2006-2010,-73.1245,41.9437,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0244,16322,S16322_2006_2010,Ogden Brook,CMPLTE,Target,2,2006-2010,-72.4816,41.8456,156.3568317,41.25,0.02175,21450,41.975,1.25075,1.2545,0.00525,0.018,1.6315,0.042,210,4,,Fail,,,,,,BCG5
CTS06621-0245,,,,LT1mi2,NonTarget,,2006-2010,-72.6469,41.5156,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0246,16339,S16339_2006_2010,Jacks Brook,CMPLTE,Target,2,2006-2010,-73.117,41.442,156.3568317,13.5,0.016,5640,6.45,0.2135,0.215,0.003,0.009,0.649,0.046,79,8.5,,Pass,1,,,,,BCG5
CTS06621-0247,,,,LT1mi2,NonTarget,,2006-2010,-72.8766,41.9411,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0248,,,,LT1mi2,NonTarget,,2006-2010,-72.8337,41.7849,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0249,,,,Canal_Aquadk,NonTarget,,2006-2010,-72.8348,41.3145,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0250,,,,LT1mi2,NonTarget,,2006-2010,-73.0421,41.2478,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0251,16327,S16327_2006_2010,Housatonic River,CMPLTE,Target,2,2006-2010,-73.3758,41.8508,156.3568317,111,0.006,34500,28.6,0.4715,0.476,0.0045,0.0045,0.712,0.0145,214,22.5,,Pass,,,,,,
CTS06621-0252,,,,Pond,NonTarget,,2006-2010,-72.1506,41.569,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0253,,,,LT1mi2,NonTarget,,2006-2010,-72.9437,41.536,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0254,,,,LT1mi2,NonTarget,,2006-2010,-73.3896,41.234,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0255,16309,S16309_2006_2010,Scantic River,CMPLTE,Target,2,2006-2010,-72.5033,41.9781,156.3568317,27.5,0.0215,11950,14.025,0.55675,0.566,0.00925,0.02525,0.974,0.042,120,2.75,,Pass,,,,,,BCG3
CTS06621-0256,,,,LT1mi2,NonTarget,,2006-2010,-71.8025,41.541,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0257,,,,Tidal,NonTarget,,2006-2010,-71.8325,41.3748,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0258,,,,LT1mi2,NonTarget,,2006-2010,-73.0734,41.5563,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0259,16345,S16345_2006_2010,"Sasco Brook, tributary to",CMPLTE,Target,2,2006-2010,-73.3142,41.1817,156.3568317,20,0.0205,9095,12.7,0.4335,0.441,0.0075,0.012,0.8765,0.032,110,8,,Pass,,,,,,
CTS06621-0260,,,,LT1mi2,NonTarget,,2006-2010,-72.3278,41.938,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0261,,,,Tidal,NonTarget,,2006-2010,-72.428,41.4019,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0262,,,,LT1mi2,NonTarget,,2006-2010,-73.2662,41.5879,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0263,,,,LT1mi2,NonTarget,,2006-2010,-73.2044,42.0334,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0264,16300,S16300_2006_2010,Hop River,CMPLTE,Target,2,2006-2010,-72.4089,41.7712,156.3568317,17.75,0.0135,8857.5,26.275,0.198,0.20125,0.00325,0.00975,0.458,0.018,130,3.75,,Pass,,,,,,BCG3
CTS06621-0265,,,,Tidal,NonTarget,,2006-2010,-72.4701,41.4716,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0266,,,,LT1mi2,NonTarget,,2006-2010,-73.204,41.433,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0267,,,,LT1mi2,NonTarget,,2006-2010,-72.8114,41.8636,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0268,,,,LowGrad,Target,,2006-2010,-72.7212,41.8173,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0269,,,,LowGrad,Target,,2006-2010,-72.8369,41.4573,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0270,,,,Tidal,NonTarget,,2006-2010,-73.1375,41.1575,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0271,,,,Pond,NonTarget,,2006-2010,-73.4447,41.9431,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0272,,,,Pond,NonTarget,,2006-2010,-72.1726,41.8253,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0273,,,,LT1mi2,NonTarget,,2006-2010,-72.2567,41.297,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0274,,,,Pond,NonTarget,,2006-2010,-73.0957,41.6431,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0275,,,,LowGrad,Target,,2006-2010,-73.0659,41.774,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0276,,,,LT1mi2,NonTarget,,2006-2010,-72.7977,41.8562,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0277,,,,Pond,NonTarget,,2006-2010,-72.2189,41.5242,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0278,,,,LT1mi2,NonTarget,,2006-2010,-73.2957,41.7236,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0279,,,,habitat,Target,,2006-2010,-73.1502,41.8199,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0280,16306,S16306_2006_2010,Carr Brook,CMPLTE,Target,2,2006-2010,-72.5619,41.6061,156.3568317,3,0.005,1775,1.45,0.0035,0.003,0.003,0.002,0.0685,0.0045,39,3,,Pass,1,,,,,
CTS06621-0281,,,,LT1mi2,NonTarget,,2006-2010,-72.5646,41.3322,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0282,,,,Pond,NonTarget,,2006-2010,-73.5089,41.6764,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0283,,,,LowGrad,Target,,2006-2010,-72.8234,41.9976,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0284,,,,LT1mi2,NonTarget,,2006-2010,-71.8332,41.7363,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0285,,,,NoWade,NonTarget,,2006-2010,-72.8245,41.4809,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0286,,,,LT1mi2,NonTarget,,2006-2010,-73.4769,41.184,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0287,,,,LT1mi2,NonTarget,,2006-2010,-71.948,41.9269,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0288,,,,LT1mi2,NonTarget,,2006-2010,-72.2653,41.9211,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0289,,,,Tidal,NonTarget,,2006-2010,-72.3698,41.2714,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0290,,,,LT1mi2,NonTarget,,2006-2010,-73.3922,41.5227,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0291,16082,S16082_2006_2010,Bunnell Brook,CMPLTE,Target,2,2006-2010,-72.9259,41.782,156.3568317,13,0.0185,7080,20.7,0.534,0.5355,0.003,0.011,0.717,0.005,59,3,,Pass,,,,,,BCG3
CTS06621-0292,,,,LT1mi2,NonTarget,,2006-2010,-72.5329,41.9517,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0293,,,,LT1mi2,NonTarget,,2006-2010,-72.9845,41.2437,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0294,,,,LT1mi2,NonTarget,,2006-2010,-73.3235,41.5847,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0295,,,,LT1mi2,NonTarget,,2006-2010,-73.1042,41.7812,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0296,,,,LT1mi2,NonTarget,,2006-2010,-72.4882,41.773,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0297,16372,S16372_2006_2010,Dowd Hollow Brook,CMPLTE,Target,2,2006-2010,-72.6611,41.36,156.3568317,5.5,0.014,3825,5.5,0.02,0.028,0.0095,0.0035,0.7505,0.011,110,2.5,,Pass,1,,,,,
CTS06621-0298,,,,LT1mi2,NonTarget,,2006-2010,-73.4684,41.4273,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0299,,,,LowGrad,Target,,2006-2010,-73.3384,42.0306,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0300,16302,S16302_2006_2010,Slater Brook,CMPLTE,Target,2,2006-2010,-71.8352,41.8301,156.3568317,7.5,0.0215,4872.5,8.1,0.183,0.187,0.004,0.00725,0.59225,0.03225,95.5,22.25,,Pass,1,,,,,BCG3
CTS06621-0301,,,,LT1mi2,NonTarget,,2006-2010,-73.6209,41.1446,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0302,,,,LT1mi2,NonTarget,,2006-2010,-73.4383,41.1232,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0303,,,,LT1mi2,NonTarget,,2006-2010,-71.8563,41.9234,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0304,,,,LT1mi2,NonTarget,,2006-2010,-72.0875,41.6641,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0305,,,,LT1mi2,NonTarget,,2006-2010,-72.1056,41.4616,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0306,,,,LT1mi2,NonTarget,,2006-2010,-73.4426,41.4437,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0307,16317,S16317_2006_2010,Coppermine Brook,CMPLTE,Target,2,2006-2010,-72.9261,41.7137,156.3568317,20.5,0.026,9125,11.05,1.0055,1.009,0.0035,0.007,1.15,0.009,95,2,,Pass,,,,,,BCG3
CTS06621-0308,,,,LowGrad,Target,,2006-2010,-72.6204,41.8058,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0309,16307,S16307_2006_2010,Long Hill Brook,CMPLTE,Target,2,2006-2010,-72.653,41.5408,156.3568317,64,0.0295,27300,26.65,0.656,0.6625,0.0065,0.011,0.991,0.025,166,4.5,,Fail,,,,,,BCG5
CTS06621-0310,,,,LT1mi2,NonTarget,,2006-2010,-72.9727,41.4858,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0311,,,,LT1mi2,NonTarget,,2006-2010,-73.2162,41.8694,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0312,,,,Tidal,NonTarget,,2006-2010,-72.6334,41.7053,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0313,16326,S16326_2006_2010,"Wharton Brook, tributary to",CMPLTE,Target,2,2006-2010,-72.8196,41.4309,156.3568317,79.5,0.0205,36650,47,0.7585,0.7615,0.0045,0.041,1.063,0.0705,253,13,,Fail,,,,,,BCG4
CTS06621-0314,,,,LT1mi2,NonTarget,,2006-2010,-73.176,41.2626,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0315,,,,LT1mi2,NonTarget,,2006-2010,-73.481,42.0014,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0316,,,,LowGrad,Target,,2006-2010,-72.3882,41.5881,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0317,,,,LT1mi2,NonTarget,,2006-2010,-73.532,41.3539,156.3568317,,,,,,,,,,,,,,,,,,,,
